Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
rue Honoré,"1,50$",St-Honore-De-Chicoutimi,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"35,000",-1,-1,-1,-1
"3848, rue Principale","1,50$",Dunham,Estrie,-1,-1,-1,-1,-1,"933,038",-1,-1,-1,-1
chemin des Petites-Terres,2$,Trois-Rivières (Trois-Rivières),Mauricie,-1,-1,-1,-1,-1,"319,865.74",-1,-1,-1,-1
Montée 305,"2,25$",Montmagny,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"5, Gérard-Fontaine","2,50$",Val-Alain,Chaudière-Appalaches,-1,-1,-1,-1,-1,"1,600,050,000",-1,-1,-1,-1
"895, route du Lac Ouest","2,50$",Alma,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"2,000,000",-1,-1,-1,-1
L'arrondissement du boisé,"2,85$",Ste-Agathe-de-Lotbinière,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rue Savard,3$,Desbiens,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"8,000",-1,-1,-1,-1
", boulevard Sainte-Anne",3$,Rimouski (Pointe-Au-Père),Bas-Saint-Laurent,-1,-1,-1,-1,-1,"42,225.74","1300,47$","44,15$",-1,-1
", boulevard Sainte-Anne",3$,Rimouski (Pointe-Au-Père),Bas-Saint-Laurent,-1,-1,-1,-1,-1,"62,034.57","1553,18$","57,88$",-1,-1
rue Christophe Colomb,"3,25$",Black Lake,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
", rue des Anthuriums","3,92$",Ste-Catherine-De-Hatley,Estrie,-1,-1,-1,-1,-1,98328,"259,94$",-1,-1,-1
rang des Pointes,4$,St-Flavien,Chaudière-Appalaches,-1,-1,-1,-1,-1,465x196,-1,-1,-1,-1
", rue Laurier","4,15$",St-Apollinaire,Chaudière-Appalaches,-1,-1,-1,-1,-1,"647,718",-1,-1,-1,-1
", côte des Pionniers","4,30$",Beaumont,Chaudière-Appalaches,-1,-1,-1,-1,-1,"30,769.71",-1,-1,-1,-1
rue Bélanger,"4,50$",Beaupré,Québec Rive-Nord,-1,-1,-1,-1,-1,"530x1,320",-1,-1,-1,-1
"940, Chemin des Falaises","4,50$",La Malbaie,Charlevoix,-1,-1,-1,-1,-1,"300,000",-1,-1,-1,-1
route Marie-Victorin,"4,50$",St-Antoine-De-Tilly,Chaudière-Appalaches,-1,-1,-1,-1,-1,120000,"1170,00$",-1,-1,-1
croissant de la Falaise,6$,Val-David,Laurentides,-1,-1,-1,-1,-1,"25,779.56","687,72$","122,51$",-1,-1
"167, montée Richard","6,10$",St-Bernard-De-Lacolle,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"57,600",-1,-1,-1,-1
"8501, rue Samuel Hatt","6,25$",Chambly,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"127,736",-1,-1,-1,-1
rue Dorimène-Desjardins,"7,55$",St-Anselme,Chaudière-Appalaches,-1,-1,-1,-1,-1,"18,000",-1,-1,-1,-1
avenue des Capucines,"8,15$",Bécancour (Ste-Angèle),Centre-du-Québec,-1,-1,-1,-1,-1,"10,000",-1,-1,-1,-1
"6595, chemin de Saint-Élie","8,50$",Sherbrooke (St-Élie-d&#039;Orford),Estrie,-1,-1,-1,-1,-1,"200,000",-1,-1,-1,-1
rue des Géraniums,"8,75$",Bécancour (Ste-Angèle),Centre-du-Québec,-1,-1,-1,-1,-1,"10,000",-1,-1,-1,-1
"401, montée Morel","9,99$",Ste-Anne-Des-Plaines,Laurentides,-1,-1,-1,-1,-1,"32,719",-1,-1,-1,-1
"7320, boulevard Jean-XXIII",10$,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,-1,-1,-1,-1,-1,"100,000",-1,-1,-1,-1
"211, rue Saint-Jean",11$,Lachute,Laurentides,-1,-1,-1,-1,-1,"153,000",-1,-1,-1,-1
boulevard Bourque Magog,"12,75$",Magog,Estrie,-1,-1,-1,-1,-1,"104,000","7198,00$",-1,-1,-1
rue Jolin,"13,50$",St-Henri-de-Lévis,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
place Alary,32$,St-Sauveur,Laurentides,-1,-1,-1,-1,-1,"170,527","8043,50$","979,49$",-1,-1
"1673973, boulevard de la Cité-des-Jeunes",50$,Vaudreuil-Dorion,Montérégie Ouest,-1,-1,-1,-1,-1,"31,610",-1,-1,-1,-1
Route 362,100$,La Malbaie,Charlevoix,-1,-1,-1,-1,-1,"1,894,429.94",-1,-1,-1,-1
chemin du Sommet,995$,Bowman,Outaouais,-1,-1,-1,-1,-1,40000,-1,-1,-1,-1
chemin Blanchette,1234$,Lac-Bouchette,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"40,000",-1,-1,-1,-1
", rue Bayard",12000$,Auteuil,Laval,-1,-1,-1,-1,-1,"5,392.72",-1,-1,-1,-1
Terrains forestiers,12000$,St-Rene-De-Matane,Bas-Saint-Laurent,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"404, route 132 E",13000$,Lac-Au-Saumon,Bas-Saint-Laurent,-1,-1,-1,-1,-1,223x160,"126,46$",-1,-1,-1
"995, Route 195 Nord",14800$,St-Vianney,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,55189.79,"118,16$",-1,-1,-1
rue Principale Est,16200$,St-Medard,Bas-Saint-Laurent,-1,-1,-1,-1,-1,147.64x196.85,-1,-1,-1,-1
route 117,19000$,Ivry-Sur-Le-Lac,Laurentides,-1,-1,-1,-1,-1,"20,000","41,41$",-1,-1,-1
Développement des Oiseaux,20000$,L&#039;Islet,Chaudière-Appalaches,-1,-1,-1,-1,-1,"6,500","819,00$",-1,-1,-1
rue Gagnon,22000$,St-Evariste-De-Forsyth,Chaudière-Appalaches,-1,-1,-1,-1,-1,"40,000","270,00$",-1,-1,-1
rue des Champs,23904$,St-Hilarion,Charlevoix,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Croissant Émilie,24000$,Ste-Lucie-Des-Laurentides,Laurentides,-1,-1,-1,-1,-1,"10,290.30",-1,-1,-1,-1
"X, chemin de la Rivière des Cèdres",24500$,Portneuf-sur-mer,Côte-Nord,-1,1,-1,1,330,"43,000","127,00$","75,00$",-1,-1
"225, route 132",25000$,Nouvelle,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"103,075.21",-1,-1,-1,-1
"185, route Wafer",25000$,Nouvelle,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"51,300",-1,-1,-1,-1
rue Desroches,25000$,Paspebiac,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"8,006.20","503,05$",-1,-1,-1
rue Audet,25000$,Lac-Mégantic,Estrie,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101, Boulevard Père Brousseau",25200$,St-Damien-De-Buckland,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rues du Fort et de la Garnision,28000$,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"8,000",-1,-1,-1,-1
", 10e Avenue Nord",29800$,St-Gedeon-De-Beauce,Chaudière-Appalaches,-1,-1,-1,-1,-1,"10,000","218,53$","42,00$",-1,-1
Domaine Grande-Vallée,30000$,Chertsey,Lanaudière,-1,-1,-1,-1,-1,"33,000",-1,-1,-1,-1
rue Desrosiers,30000$,Matane,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"8,026.91","646,66$","132,00$",-1,-1
"245, rue Principale",30000$,St-Victor,Chaudière-Appalaches,-1,-1,-1,-1,-1,"8,000",-1,-1,-1,-1
chemin du Lac Boileau Ouest,31500$,Rivière-Rouge,Laurentides,-1,-1,-1,-1,-1,"43,000",-1,-1,-1,-1
rue de Normandie,32000$,Grande-Riviere,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,94.98x90.06,"134,65$",-1,-1,-1
route 155,32000$,Grandes-Piles,Mauricie,-1,-1,-1,-1,-1,150x300,-1,-1,-1,-1
"335, rue Principale",32000$,St-Adelme,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"200,105","87,56$",-1,-1,-1
"1472, 22e Rue",32500$,St-Côme-Linière,Chaudière-Appalaches,-1,-1,-1,-1,-1,"10,000","227,66$",-1,-1,-1
rue Catalan,32800$,Moisie,Côte-Nord,-1,-1,-1,-1,-1,"7,622",-1,-1,-1,-1
chemin du Quai,34500$,Jonquière (Lac-Kénogami),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"43,000",-1,-1,-1,-1
"X, chemin des Érables",34750$,Wentworth,Laurentides,-1,-1,-1,-1,-1,20801.26,-1,-1,-1,-1
"5, avenue Delisle",35000$,Rivière-à-Pierre,Portneuf,-1,-1,-1,-1,-1,"65,000",-1,-1,-1,-1
"95, rue des Belles-Feuilles",35000$,Grande-Riviere,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,75x139,-1,-1,-1,-1
"134, chemin Desormeaux",35000$,Trécesson,Abitibi-Témiscamingue,-1,-1,-1,-1,-1,"155,325","606,33$","134,33$",-1,-1
Développement Chute à la Savane,35000$,Ste-Monique,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"20, chemin Baird",35000$,Bristol,Outaouais,-1,-1,-1,-1,-1,"43,560.00",-1,-1,-1,-1
Route 132 Ouest,35000$,Ristigouche-Partie-Sud-Est,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"87,120.00",-1,-1,-1,-1
Chemin Napoléon-Guy,35000$,Lac-Des-Ecorces,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"1164, route Henderson",35000$,St-Malachie,Chaudière-Appalaches,-1,-1,-1,-1,-1,"30,138.95","333,32$",-1,-1,-1
"1164, route Henderson",35000$,St-Malachie,Chaudière-Appalaches,-1,-1,-1,-1,-1,"30,138.95","333,32$",-1,-1,-1
Domaine du Lac Beaudoin,35000$,Ste-Émélie-De-L&#039;Énergie,Lanaudière,-1,-1,-1,-1,-1,"43,000",-1,-1,-1,-1
Rang Saint-Elzéar,35000$,St-Tite-Des-Caps,Québec Rive-Nord,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Les Boisés de L'Apéro,35000$,Ste-Christine-D&#039;Auvergne,Portneuf,-1,-1,-1,-1,-1,"33,000",-1,-1,-1,-1
"171, rue Labrecque",35000$,St-Malachie,Chaudière-Appalaches,-1,-1,-1,-1,-1,65x88,"177,76$",-1,-1,-1
rue Water,35000$,Lachute,Laurentides,-1,-1,-1,-1,-1,5200,-1,-1,-1,-1
"132, Route 132",35000$,St-Moise,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"49,273.95",-1,-1,-1,-1
", chemin Mont Catherine",35500$,Ste-Agathe-Des-Monts,Laurentides,-1,-1,-1,-1,-1,53000,"502,00$","227,00$",-1,-1
route de la Traverse,36800$,Lac-Aux-Sables,Mauricie,-1,-1,-1,-1,-1,57300,-1,-1,-1,-1
rue de l'Escale,37500$,Gaspé,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"16,300",-1,-1,-1,-1
chemin Beaulieu,37500$,St-Damien,Lanaudière,-1,-1,-1,-1,-1,"50,719.55","166,81$",-1,-1,-1
"21, rang Saint-Jérôme",38000$,St-Urbain,Charlevoix,-1,-1,-1,-1,-1,45113.70,-1,-1,-1,-1
"10, rue de Quen",39000$,Saint-Gédéon,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"114,205.09","450,00$","130,00$",-1,-1
"30, route du Lac",39000$,Lac-Frontiere,Chaudière-Appalaches,-1,-1,-1,-1,-1,"60,000",-1,-1,-1,-1
chemin de Vinoy,39000$,Ripon,Outaouais,-1,-1,-1,-1,-1,150x200,-1,-1,-1,-1
Au Pied du Mont-Ham,39000$,St-Joseph-De-Ham-Sud,Estrie,-1,-1,-1,-1,-1,"43,055.64",-1,-1,-1,-1
rue des Daviault,39000$,Mont-Laurier,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"625, rue du Lac-Sartigan",39370$,St-Alfred,Chaudière-Appalaches,-1,-1,-1,-1,-1,"39,370",-1,-1,-1,-1
", rang Saint-Hilaire Sud",39500$,St-Magloire-De-Bellechasse,Chaudière-Appalaches,-1,-1,-1,-1,-1,"90,500",-1,-1,-1,-1
rue de la Fabrique,39900$,Grande-Vallee,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"49,543",-1,-1,-1,-1
"2212, chemin du Portage des Roches-Sud",40000$,Chicoutimi (Laterrière),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"18,277.12","389,00$","110,00$",-1,-1
"338, rue Poulin",40000$,St-Victor,Chaudière-Appalaches,-1,-1,-1,-1,-1,100x100,-1,-1,-1,-1
avenue Paul-Henri,40000$,Montmagny,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"595, chemin des Loisirs",40000$,La Malbaie,Charlevoix,-1,-1,-1,-1,-1,44000,-1,-1,-1,-1
Les Berges Milieu Accessible - Par Gestion Fauvel,41300$,Ste-Clotilde-De-Horton,Centre-du-Québec,-1,-1,-1,-1,-1,"16,500",-1,-1,-1,-1
rang Ste-Anne,41500$,La Malbaie (St-Fidèle),Charlevoix,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
chemin Boréal - Domaine Boréal,42000$,St-Alphonse-Rodriguez,Lanaudière,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
chemin Saint-Joseph,42000$,Trois-Rives,Mauricie,-1,-1,-1,-1,-1,58000,"92,45$",-1,-1,-1
"3418, chemin de la Dame",44000$,Ste-Julienne,Lanaudière,-1,-1,-1,-1,-1,"6,541",-1,-1,-1,-1
rue J.-O. Veilleux et du Foyer,44900$,St-Raphael,Chaudière-Appalaches,-1,-1,-1,-1,-1,"4,000",-1,-1,-1,-1
"1, rue Oriole",44995$,Chertsey,Lanaudière,-1,-1,-1,-1,-1,"50,000","241,00$","50,00$",-1,-1
St-Joseph de Mékinac,45000$,MRC de Mékinac,Mauricie,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
chemin Saint-Hilaire,45000$,Grande-Riviere,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,200x500,-1,-1,-1,-1
"3, rue Bellevue",45000$,St-Joachim,Québec Rive-Nord,-1,-1,-1,-1,-1,"33,000","306,00$",-1,-1,-1
"740, route 138 - Domaine de la Rivière Fortin",45000$,St-Tite-Des-Caps,Québec Rive-Nord,-1,-1,-1,-1,-1,48437.60,-1,-1,-1,-1
"83, chemin Périard",45000$,Ripon,Outaouais,-1,-1,-1,-1,-1,"30,000",-1,-1,-1,-1
rue Lassonde,45000$,Ste-Anne-Du-Lac,Laurentides,-1,-1,-1,-1,-1,"59,000",-1,-1,-1,-1
"37, route Abénakis",46000$,Ste-Claire,Chaudière-Appalaches,-1,-1,-1,-1,-1,"24,725","303,20$","14,39$",-1,-1
5 terrains Lac-St-Paul,46000$,Lac-St-Paul,Laurentides,-1,-1,-1,-1,-1,"133,500",-1,-1,-1,-1
"315, chemin des Rives du Cerf",48995$,Lac-Aux-Sables,Mauricie,-1,-1,-1,-1,-1,"57,000",-1,-1,-1,-1
"180, rue Clément",49000$,Durham-Sud,Centre-du-Québec,-1,-1,-1,-1,-1,"16,000",-1,-1,-1,-1
"760, rue Saint-Olivier",49500$,St-Jean-Baptiste,Québec Rive-Nord,-1,-1,-1,-1,-1,"1,490","2764,00$","160,00$",-1,-1
"301, Route 132",49500$,Cloridorme,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,98.43x278.87,-1,-1,-1,-1
", chemin de la Sainte-Berthe",49500$,Petite-Rivière-St-François,Charlevoix,-1,-1,-1,-1,-1,240.45x200.98,"1118,75$","13,82$",-1,-1
chemin de l'Étoile-de-la-Mer,49900$,Petite-Rivière-St-François,Charlevoix,-1,-1,-1,-1,-1,"50,000",-1,-1,-1,-1
"43, chemin des Goélettes",49900$,Petite-Rivière-St-François,Charlevoix,-1,-1,-1,-1,-1,"50,182",-1,-1,-1,-1
chemin de la Sainte-Monique,49900$,Petite-Rivière-St-François,Charlevoix,-1,-1,-1,-1,-1,47000,-1,-1,-1,-1
rue Gédéon Lavoie,50000$,St-Fulgence,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"22,658",-1,-1,-1,-1
avenue Suzanne,50000$,Chertsey,Lanaudière,-1,-1,-1,-1,-1,"40,000",-1,-1,-1,-1
"41, rue du Forgeron Nord",50000$,Tadoussac,Côte-Nord,-1,-1,-1,-1,-1,"20,000","789,00$","270,00$",-1,-1
Chemin des Hauts Bois,50000$,Rivière-Rouge,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"28, rue Lévesque",50000$,St-Constant,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"1979, chemin du Muguet",50000$,ND-De-La-Merci,Lanaudière,-1,-1,-1,-1,-1,"33,011.84",-1,-1,-1,-1
Rue Shaw,50000$,Shawville,Outaouais,-1,-1,-1,-1,-1,"6,000",-1,-1,-1,-1
"137, route Gauthier Est",50000$,Matane,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"32,291",-1,-1,-1,-1
"771, chemin des Rapides",50000$,Val-Des-Monts,Outaouais,-1,-1,-1,-1,-1,"54,450.00",-1,-1,-1,-1
"411, 8e Concession",50000$,Clarendon,Outaouais,-1,-1,-1,-1,-1,"87,120.00",-1,-1,-1,-1
"714, route 138",50000$,St-Tite-Des-Caps,Québec Rive-Nord,-1,1,-1,1,-1,17000,"1052,00$","300,00$",-1,-1
", boulevard des Mille-Îles",50000$,Auteuil,Laval,-1,-1,-1,-1,-1,5400,"225,00$",-1,-1,-1
"20, chemin Marks",50000$,Gracefield,Outaouais,-1,-1,-1,-1,-1,4000,"300,00$","40,00$",-1,-1
Route 138,51600$,Cap-Santé,Portneuf,-1,-1,-1,-1,-1,"32,291.73","452,93$",-1,-1,-1
rue Principale,52000$,St-Gilbert,Portneuf,-1,-1,-1,-1,-1,"19,139.31","183,71$",-1,-1,-1
", chemin du Domaine-Bouchard",52000$,Lamarche,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"63,813",-1,-1,-1,-1
chemin Solbec,52500$,Stratford,Estrie,-1,-1,-1,-1,-1,87456.77,-1,-1,-1,-1
"635, chemin Paquette",52900$,Mont-Tremblant,Laurentides,-1,-1,-1,-1,-1,"43,104.08","257,13$","12,65$",-1,-1
rue Mastine,53455$,Windsor,Estrie,-1,-1,-1,-1,-1,5779,-1,-1,-1,-1
"3668, rue Saint-Léandre",53500$,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"5,000","33700,00$","16,63$",-1,-1
"225, rang Sainte-Catherine",53800$,Les Éboulements,Charlevoix,-1,-1,-1,-1,-1,"43,055",-1,-1,-1,-1
"3, rue du Boisé",53900$,Lac-Etchemin,Chaudière-Appalaches,-1,-1,-1,-1,-1,"10,091.17","388,00$","13,00$",-1,-1
avenue des Oeillets,54500$,Mont-Laurier,Laurentides,-1,-1,-1,-1,-1,"35,000","205,00$","100,00$",-1,-1
"75, rue du Plateau",54900$,La Malbaie,Charlevoix,-1,-1,-1,-1,-1,"14,800",-1,-1,-1,-1
"103, rue du Centre",55000$,St-Pierre-Les-Becquets,Centre-du-Québec,-1,-1,-1,-1,-1,"239,383.99","466,56$","28,67$",-1,-1
"5926-5928, rue Principale",55000$,Ste-Croix,Chaudière-Appalaches,-1,-1,-1,-1,-1,"9,797","445,44$",-1,-1,-1
chemin du Lac Lili,55000$,Chertsey,Lanaudière,-1,-1,-1,-1,-1,"33,000",-1,-1,-1,-1
"500, rue du Condor",55000$,St-Calixte,Lanaudière,-1,-1,-1,-1,-1,"19,966.62","608,21$","29,68$",-1,-1
Route 132,55000$,Grosses-Roches,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"2,308,680.01",-1,-1,-1,-1
chemin de la Seigneurie,56000$,Inverness,Centre-du-Québec,-1,-1,-1,-1,-1,"47,000",-1,-1,-1,-1
"30, 5e Rang Ouest",56000$,St-Adalbert,Chaudière-Appalaches,-1,-1,-1,-1,-1,213x2600,-1,-1,-1,-1
"1, chemin Lemieux",56000$,St-Fulgence,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"160,000",-1,-1,-1,-1
rue Perreault,56925$,Chertsey,Lanaudière,-1,-1,-1,-1,-1,"49,513.99",-1,-1,-1,-1
"227, rue Verreault",57500$,Forestville,Côte-Nord,-1,-1,-1,-1,-1,"122,296.32","969,00$","35,00$",-1,-1
chemin Tâché Ouest,58000$,St-Hubert-De-Rivière-Du-Loup,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"19,573",-1,-1,-1,-1
3e Rang,58000$,Carleton-sur-Mer (St-Omer),Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,660.53x4833.46,"187,84$",-1,-1,-1
"305, Chemin des Rives du Cerf",58000$,Lac-Aux-Sables,Mauricie,-1,-1,-1,-1,-1,"102,590.83",-1,-1,-1,-1
rue du Lac-Marier,59000$,Ste-Marguerite-Du-Lac-Masson,Laurentides,-1,-1,-1,-1,-1,"43,000",-1,-1,-1,-1
Route 214,59000$,Milan,Estrie,-1,-1,-1,-1,-1,"156,816.00",-1,-1,-1,-1
chemin de la Réserve,59000$,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"5,505.74",-1,-1,-1,-1
"146, rue Estelle",59000$,St-Modeste,Bas-Saint-Laurent,-1,-1,-1,-1,-1,259.19x160.76,-1,-1,-1,-1
"47, chemin de l'Ile",59000$,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"45,000",-1,-1,-1,-1
rang Haut-du-Lac Sud,59250$,St-Tite,Mauricie,-1,-1,-1,-1,-1,"48,558",-1,-1,-1,-1
rue Caldwell,59500$,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"40,493.83",-1,-1,-1,-1
"642, route du Golf",59900$,Beauceville,Chaudière-Appalaches,-1,-1,-1,-1,-1,"65,000",-1,-1,-1,-1
"135, rue Sabrina",59900$,Chicoutimi (Chicoutimi-Nord),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"13,621.73","1009,00$","30,00$",-1,-1
"108, rue du Mont-Rainier",59900$,Ste-Agathe-Des-Monts,Laurentides,-1,-1,-1,-1,-1,"12,572",-1,-1,-1,-1
", rue de la Confédération",59900$,East Hereford,Estrie,-1,-1,-1,-1,-1,"25,906.58","78,96$",-1,-1,-1
rang Haut-du-Lac Sud,59950$,St-Tite,Mauricie,-1,-1,-1,-1,-1,"49,085",-1,-1,-1,-1
chemin du Sommet - Par Laforest Habitat Durable,59999$,Bowman,Outaouais,-1,-1,-1,-1,-1,43560.00,-1,-1,-1,-1
chemin du Sommet - Par Laforest Habitat Durable,59999$,Bowman,Outaouais,-1,-1,-1,-1,-1,43560.00,-1,-1,-1,-1
rue des Érables,60000$,Lac-Aux-Sables,Mauricie,-1,-1,-1,-1,-1,"44,348.39","362,63$","118,70$",-1,-1
chemin de la Martine - Par Gestion Baiefil,60000$,Petite-Rivière-St-François,Charlevoix,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
route de la Traverse,60000$,ND-De-Montauban,Mauricie,-1,-1,-1,-1,-1,"43,421.61",-1,-1,-1,-1
"21, chemin Thompson",60000$,Ste-Thérèse-De-La-Gatineau,Outaouais,-1,-1,-1,-1,-1,"116,250.23",-1,-1,-1,-1
chemin Scotch,60000$,Grenville-sur-la-Rouge,Laurentides,-1,-1,-1,-1,-1,"65,000",-1,-1,-1,-1
", chemin des Défricheurs",60000$,La Minerve,Laurentides,-1,-1,-1,-1,-1,"52,000","325,67$","17,71$",-1,-1
", route Leblanc",60000$,Carleton-sur-Mer (St-Omer),Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"30,000","855,00$",-1,-1,-1
"231, rue Lapointe",61000$,St-Honore-De-Chicoutimi,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"16,994","413,25$",-1,-1,-1
", chemin des Goélettes",62000$,Petite-Rivière-St-François,Charlevoix,-1,-1,-1,-1,-1,"58,000",-1,-1,-1,-1
rue des Commissaires Phases 2 et 3,62500$,St-Gilles,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Lot 6 407 940,63500$,Ste-Lucie-De-Beauregard,Chaudière-Appalaches,-1,-1,-1,-1,-1,"405,584.15",-1,-1,-1,-1
"A-13, rue Ouellet",63500$,St-Onesime-D&#039;Ixworth,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"111,959.74",-1,-1,-1,-1
Projet Les Bories - Par les Constructions Raymond &amp; Fils,63750$,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"309, rue des Chênes",64000$,St-Apollinaire,Chaudière-Appalaches,-1,-1,-1,-1,-1,169.13x131.99,"277,78$",-1,-1,-1
rue Jacques-Giroux,64900$,St-Gabriel-De-Valcartier,Québec Rive-Nord,-1,-1,-1,-1,-1,"30,000.09",-1,-1,-1,-1
"225, rang Sainte-Catherine",65000$,Les Éboulements,Charlevoix,-1,-1,-1,-1,-1,129769,-1,-1,-1,-1
chemin de la Base,65000$,St-Roch-De-Mekinac,Mauricie,-1,-1,-1,-1,-1,450.52x220.05,"156,00$",-1,-1,-1
rue Saint-Joseph,65000$,Nominingue,Laurentides,-1,-1,-1,-1,-1,"36,238",-1,-1,-1,-1
rang Gosford,65000$,St-Raymond,Portneuf,-1,-1,-1,-1,-1,"34,271","260,00$",-1,-1,-1
", chemin Fernand-Labelle",65000$,Mont-Laurier,Laurentides,-1,-1,-1,-1,-1,"41,067.55","613,43$",-1,-1,-1
Route 132,65000$,Grosses-Roches,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"172,222.57",-1,-1,-1,-1
17e Avenue,65000$,St-Prosper-De-Dorchester,Chaudière-Appalaches,-1,-1,-1,-1,-1,"21,706.5",-1,-1,-1,-1
"35, rue Principale",65000$,St-Guy,Bas-Saint-Laurent,2,1,-1,1,735,153x125,"838,87$","18,16$","900,00$",-1
"47, Chemin du Goeland",65500$,Val-Des-Monts,Outaouais,-1,-1,-1,-1,-1,"41,731.68","366,00$",-1,-1,-1
rue Dusseault,66500$,Val-des-Sources,Estrie,-1,-1,-1,-1,-1,"10,325","236,00$",-1,-1,-1
rue Régina-Gagnon,66900$,Sherbrooke (Deauville),Estrie,-1,-1,-1,-1,-1,"7,006","1400,00$","35,00$",-1,-1
rue du lac Walfred,67000$,Ste-Marguerite-Du-Lac-Masson,Laurentides,-1,-1,-1,-1,-1,"50,000",-1,-1,-1,-1
"662, rue des Muguets",68000$,Chertsey,Lanaudière,-1,-1,-1,-1,-1,"35,000",-1,"120,95$",-1,-1
boulevard Talbot,68000$,Chicoutimi (Laterrière),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"25,000",-1,-1,-1,-1
"3400, chemin de la Presqu'île",68900$,St-Mathieu-Du-Parc,Mauricie,-1,-1,-1,-1,-1,"86,000",-1,-1,-1,-1
rue Fief,69000$,Petite-Rivière-St-François,Charlevoix,-1,-1,-1,-1,-1,175.41x282.24,-1,-1,-1,-1
